date,stock_code,open,high,low,close,volume
2023-09-29,ADRO,2870,2900,2840,2850,24476100
2023-10-02,ADRO,2850,2830,2780,2810,31881300
2023-10-03,ADRO,2810,2780,2690,2690,90331400
2023-10-04,ADRO,2690,2670,2620,2660,57427700
2023-10-05,ADRO,2660,2670,2600,2610,37851600
2023-10-06,ADRO,2610,2670,2600,2650,20289800
2023-10-09,ADRO,2650,2800,2690,2770,58700700
2023-10-10,ADRO,2770,2840,2770,2780,49412900
2023-10-11,ADRO,2780,2820,2760,2760,26295100
2023-10-12,ADRO,2760,2760,2690,2690,41046500
2023-10-13,ADRO,2690,2740,2690,2710,18962900
2023-10-16,ADRO,2710,2790,2730,2780,41077300
2023-10-17,ADRO,2780,2780,2750,2770,22750800
2023-10-18,ADRO,2770,2880,2730,2840,86679100
2023-10-19,ADRO,2840,2860,2800,2820,57235900
2023-10-20,ADRO,2820,2830,2760,2800,50574400
2023-10-23,ADRO,2800,2790,2650,2660,69223700
2023-10-24,ADRO,2660,2690,2630,2660,39300700
2023-10-25,ADRO,2660,2700,2640,2670,35182500
2023-10-26,ADRO,2670,2670,2610,2650,26026500
2023-10-27,ADRO,2650,2680,2620,2640,28710000
2023-10-30,ADRO,2640,2640,2520,2540,43324200
2023-10-31,ADRO,2540,2600,2430,2560,61726200
2023-11-01,ADRO,2560,2500,2400,2410,78759900
2023-11-02,ADRO,2410,2470,2380,2390,52050600
2023-11-03,ADRO,2390,2510,2420,2490,52737100
2023-11-06,ADRO,2490,2540,2500,2530,38074400
2023-11-07,ADRO,2530,2510,2410,2470,54811700
2023-11-08,ADRO,2470,2470,2410,2440,32012800
2023-11-09,ADRO,2440,2500,2440,2450,37033100
2023-11-10,ADRO,2450,2510,2450,2480,29145200
2023-11-13,ADRO,2480,2510,2450,2480,22023500
2023-11-14,ADRO,2480,2520,2450,2480,37330100
2023-11-15,ADRO,2480,2560,2490,2510,33971500
2023-11-16,ADRO,2510,2530,2470,2530,24409200
2023-11-17,ADRO,2530,2550,2500,2540,17834500
2023-11-20,ADRO,2540,2560,2530,2550,17973600
2023-11-21,ADRO,2550,2610,2540,2610,31763500
2023-11-22,ADRO,2610,2620,2570,2590,22390500
2023-11-23,ADRO,2590,2610,2530,2550,24567400
2023-11-24,ADRO,2550,2580,2510,2540,32008300
2023-11-27,ADRO,2540,2600,2540,2550,19835100
2023-11-28,ADRO,2550,2620,2560,2580,19680900
2023-11-29,ADRO,2580,2610,2560,2580,15113600
2023-11-30,ADRO,2580,2620,2570,2620,45144600
2023-12-01,ADRO,2620,2650,2550,2560,35005000
2023-12-04,ADRO,2560,2610,2550,2560,24496500
2023-12-05,ADRO,2560,2580,2490,2510,42476700
2023-12-06,ADRO,2510,2540,2500,2530,18067600
2023-12-07,ADRO,2530,2600,2500,2530,40972500
2023-12-08,ADRO,2530,2600,2550,2560,41613300
2023-12-11,ADRO,2560,2600,2530,2560,30840100
2023-12-12,ADRO,2560,2570,2520,2550,21613800
2023-12-13,ADRO,2550,2510,2430,2450,51005200
2023-12-14,ADRO,2450,2510,2440,2490,26268500
2023-12-15,ADRO,2490,2570,2490,2520,52881100
2023-12-18,ADRO,2520,2550,2470,2510,25316200
2023-12-19,ADRO,2510,2620,2570,2600,69879500
2023-12-20,ADRO,2600,2640,2580,2580,51466300
2023-12-21,ADRO,2580,2610,2570,2600,34194600
2023-12-22,ADRO,2600,2610,2580,2590,29264900
2023-12-27,ADRO,2590,2630,2580,2590,59499900
2023-12-28,ADRO,2590,2610,2560,2580,84319700
2023-12-29,ADRO,2580,2430,2370,2380,124776700
2024-01-02,ADRO,2380,2490,2380,2490,75818300
2024-01-03,ADRO,2490,2460,2410,2410,71643200
2024-01-04,ADRO,2410,2470,2420,2460,67095900
2024-01-05,ADRO,2460,2490,2440,2440,47595800
2024-01-08,ADRO,2440,2490,2430,2440,61501200
2024-01-09,ADRO,2440,2460,2410,2430,37607800
2024-01-10,ADRO,2430,2460,2440,2460,22865400
2024-01-11,ADRO,2460,2460,2440,2450,21325600
